State,District,Crop,Season,Area,Production,Yield,Risk
Bihar,Purnia,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,983.0,Medium
Telangana,Wanaparthy,Maize,Rabi,0.01,0.09,6465.0,Low
Telangana,Hanumakonda,Rice,Rabi,0.5,1.61,3223.0,Low
Tripura,West Tripura,Moong,Rabi,0.0,0.0,753.0,High
Telangana,Medchal Malkajgiri,Rice,Kharif,0.07,0.25,3740.0,Low
Bihar,Munger,Total Food Grains,Summer,0.01,0.05,3235.0,Low
Telangana,Siddipet,Gram,Rabi,0.0,0.0,1378.0,Medium
Andhra Pradesh,Vizianagaram,Total Food Grains,Kharif,1.08,4.08,3790.0,Low
Rajasthan,Banswara,Moong,Total,0.0,0.0,703.0,High
Punjab,Fazilka,Gram,Rabi,0.01,0.01,1136.0,Medium
Jharkhand,Lohardaga,Moong,Kharif,0.0,0.0,450.0,High
Maharashtra,Jalgaon,Gram,Rabi,0.81,0.97,1208.0,Medium
Telangana,Wanaparthy,Moong,Total,0.0,0.0,913.0,Medium
Arunachal Pradesh,Dibang Valley,Cereals,Rabi,0.0,0.01,1726.0,Medium
Uttarakhand,Pauri Garhwal,Ragi,Total,0.08,0.13,1687.0,Medium
Karnataka,Chikkamagaluru,Shree Anna /Nutri Cereals,Total,0.59,0.76,1278.0,Medium
Madhya Pradesh,Panna,Moong,Summer,0.01,0.01,731.0,High
Telangana,Mahabubabad,Total Pulses,Total,0.04,0.03,709.0,High
Bihar,Bhojpur,Total Food Grains,Total,2.18,6.08,2789.0,Low
Maharashtra,Gondia,Total Food Grains,Kharif,1.99,4.58,2300.0,Low
Andhra Pradesh,Guntur,Moong,Total,0.1,0.13,1315.0,Medium
Rajasthan,Dungarpur,Nutri/Coarse Cereals,Total,0.45,0.72,1592.0,Medium
Arunachal Pradesh,Changlang,Rice,Rabi,0.0,0.0,433.0,High
Karnataka,Ramanagara,Jowar,Kharif,0.01,0.02,1982.0,Low
Rajasthan,Churu,Cereals,Kharif,1.94,1.24,638.0,High
Madhya Pradesh,Harda,Cereals,Summer,0.0,0.0,4870.0,Low
Karnataka,Chikkaballapura,Ragi,Total,0.4,0.57,1419.0,Medium
Madhya Pradesh,Morena,Barley,Total,0.0,0.0,1783.0,Medium
Jharkhand,Chatra,Urad,Kharif,0.02,0.03,1127.0,Medium
Maharashtra,Hingoli,Moong,Kharif,0.06,0.04,639.0,High
Madhya Pradesh,Khargone,Maize,Summer,0.0,0.01,5080.0,Low
Karnataka,Bengaluru Rural,Other Pulses,Rabi,0.0,0.0,718.0,High
Madhya Pradesh,Datia,Other Pulses,Rabi,0.02,0.02,1246.0,Medium
Tripura,Sepahijala,Total Food Grains,Total,0.48,1.55,3247.0,Low
Bihar,Siwan,Total Food Grains,Total,1.95,5.94,3039.0,Low
Telangana,Adilabad,Urad,Kharif,0.0,0.0,610.0,High
Madhya Pradesh,Shivpuri,Cereals,Rabi,2.48,7.9,3183.0,Low
Karnataka,Chikkaballapura,Gram,Rabi,0.0,0.0,596.0,High
Telangana,Adilabad,Moong,Kharif,0.0,0.0,622.0,High
Madhya Pradesh,Ashoknagar,Cereals,Total,2.54,7.18,2826.0,Low
Tripura,Khowai,Rice,Rabi,0.05,0.18,3328.0,Low
Maharashtra,Wardha,Urad,Total,0.0,0.0,363.0,High
Karnataka,Haveri,Ragi,Kharif,0.01,0.01,1416.0,Medium
Bihar,Samastipur,Cereals,Kharif,0.96,2.45,2556.0,Low
Maharashtra,Buldhana,Other Pulses,Rabi,0.01,0.0,572.0,High
Karnataka,Bagalkote,Urad,Kharif,0.08,0.04,454.0,High
Arunachal Pradesh,Lower Siang,Total Food Grains,Kharif,0.09,0.13,1451.0,Medium
Telangana,Vikarabad,Moong,Rabi,0.0,0.0,989.0,Medium
Arunachal Pradesh,Namsai,Cereals,Total,0.16,0.3,1832.0,Medium
Maharashtra,Jalgaon,Cereals,Total,4.11,10.78,2624.0,Low
Punjab,Mansa,Cereals,Rabi,1.72,9.09,5273.0,Low
Rajasthan,Bikaner,Nutri/Coarse Cereals,Kharif,1.02,0.56,543.0,High
Tripura,Sepahijala,Tur,Total,0.0,0.0,793.0,High
Punjab,Mansa,Total Food Grains,Kharif,1.44,6.38,4421.0,Low
Rajasthan,Bhilwara,Shree Anna /Nutri Cereals,Total,0.73,0.75,1017.0,Medium
Madhya Pradesh,Bhind,Gram,Total,0.07,0.1,1486.0,Medium
Madhya Pradesh,Damoh,Lentil,Total,0.35,0.35,984.0,Medium
Arunachal Pradesh,Upper Siang,Maize,Kharif,0.01,0.02,1333.0,Medium
Arunachal Pradesh,Pakke Kessang,Maize,Total,0.01,0.01,1552.0,Medium
Maharashtra,Yavatmal,Total Food Grains,Summer,0.1,0.07,689.0,High
Telangana,Jogulamba Gadwal,Bajra,Kharif,0.0,0.0,1013.0,Medium
Bihar,Katihar,Rice,Kharif,0.58,1.08,1862.0,Low
Punjab,Patiala,Cereals,Kharif,2.34,10.49,4484.0,Low
Telangana,Peddapalli,Total Food Grains,Kharif,0.79,2.72,3465.0,Low
Madhya Pradesh,Shivpuri,Tur,Total,0.0,0.0,625.0,High
Bihar,Jehanabad,Total Food Grains,Kharif,0.45,1.2,2690.0,Low
Karnataka,Udupi,Maize,Kharif,0.0,0.0,3133.0,Low
Bihar,Nalanda,Other Pulses,Total,0.04,0.04,1157.0,Medium
Maharashtra,Nanded,Maize,Summer,0.04,0.05,1181.0,Medium
Madhya Pradesh,Balaghat,Nutri/Coarse Cereals,Rabi,0.0,0.0,4018.0,Low
Karnataka,Mysuru,Other Pulses,Rabi,0.16,0.11,715.0,High
Karnataka,Davangere,Rice,Rabi,0.02,0.05,2842.0,Low
Punjab,Ludhiana,Rice,Kharif,2.58,12.42,4812.0,Low
Jharkhand,Bokaro,Urad,Kharif,0.02,0.03,1197.0,Medium
Madhya Pradesh,Sheopur,Tur,Total,0.01,0.0,918.0,Medium
Jharkhand,Ramgarh,Jowar,Total,0.0,0.0,600.0,High
Telangana,Medak,Urad,Total,0.0,0.0,482.0,High
Andhra Pradesh,Kurnool,Total Food Grains,Rabi,0.66,1.16,1751.0,Medium
Bihar,Arwal,Total Food Grains,Rabi,0.16,0.35,2167.0,Low
Maharashtra,Washim,Cereals,Kharif,0.04,0.01,365.0,High
Rajasthan,Phalodi,Moong,Total,0.21,0.14,656.0,High
Karnataka,Uttara Kannada,Wheat,Rabi,0.0,0.0,1255.0,Medium
Madhya Pradesh,Ujjain,Total Pulses,Total,0.14,0.16,1127.0,Medium
Madhya Pradesh,Datia,Maize,Kharif,0.0,0.01,2837.0,Low
Telangana,Yadadri Bhuvanagiri,Nutri/Coarse Cereals,Kharif,0.0,0.0,1336.0,Medium
Maharashtra,Hingoli,Urad,Summer,0.0,0.0,539.0,High
Andhra Pradesh,Kakinada,Urad,Kharif,0.01,0.01,1143.0,Medium
Bihar,Siwan,Rice,Summer,0.01,0.02,2744.0,Low
Karnataka,Chikkaballapura,Nutri/Coarse Cereals,Kharif,0.94,1.79,1917.0,Low
Arunachal Pradesh,Lower Siang,Lentil,Total,0.0,0.0,1382.0,Medium
Telangana,Kamareddy,Total Pulses,Total,0.43,0.57,1325.0,Medium
Uttarakhand,Almora,Lentil,Rabi,0.01,0.0,580.0,High
Bihar,Patna,Jowar,Kharif,0.0,0.0,1124.0,Medium
Maharashtra,Hingoli,Bajra,Total,0.0,0.0,866.0,High
Madhya Pradesh,Tikamgarh,Rice,Kharif,0.06,0.05,875.0,Medium
Madhya Pradesh,Mandla,Urad,Kharif,0.02,0.01,524.0,High
Karnataka,Raichur,Nutri/Coarse Cereals,Kharif,0.44,0.78,1760.0,Medium
Rajasthan,Sawai Madhopur,Other Pulses,Kharif,0.0,0.0,494.0,High
Telangana,Mulugu,Cereals,Kharif,0.37,1.08,2941.0,Low
Maharashtra,Jalna,Bajra,Kharif,0.08,0.07,919.0,Medium
Bihar,Banka,Gram,Total,0.03,0.02,763.0,High
Madhya Pradesh,Chhindwara,Moong,Summer,0.18,0.15,850.0,High
Maharashtra,Hingoli,Jowar,Summer,0.02,0.02,832.0,High
Uttarakhand,Uttar Kashi,Cereals,Total,0.26,0.48,1854.0,Medium
Bihar,Bhagalpur,Nutri/Coarse Cereals,Rabi,0.25,1.65,6646.0,Low
Punjab,Moga,Total Food Grains,Kharif,1.85,8.73,4712.0,Low
Punjab,Faridkot,Total Pulses,Total,0.01,0.01,859.0,High
Rajasthan,Bundi,Tur,Kharif,0.0,0.0,286.0,High
Maharashtra,Jalgaon,Total Food Grains,Rabi,3.09,6.69,2167.0,Low
Madhya Pradesh,Mandsaur,Gram,Total,0.25,0.36,1413.0,Medium
Madhya Pradesh,Burhanpur,Nutri/Coarse Cereals,Summer,0.0,0.0,5665.0,Low
Maharashtra,Akola,Urad,Summer,0.0,0.0,539.0,High
Arunachal Pradesh,Leparada,Maize,Rabi,0.0,0.0,1406.0,Medium
Karnataka,Kalaburagi,Small Millets,Total,0.0,0.0,599.0,High
Rajasthan,Pali,Jowar,Kharif,0.54,0.32,588.0,High
Punjab,Pathankot,Cereals,Rabi,0.4,1.68,4183.0,Low
Maharashtra,Nashik,Total Food Grains,Kharif,4.92,15.17,3085.0,Low
Madhya Pradesh,Mandla,Shree Anna /Nutri Cereals,Total,0.13,0.14,1076.0,Medium
Himachal Pradesh,Mandi,Cereals,Rabi,0.59,1.36,2306.0,Low
Maharashtra,Nanded,Rice,Kharif,0.01,0.01,1298.0,Medium
Madhya Pradesh,Jabalpur,Nutri/Coarse Cereals,Total,0.61,1.34,2208.0,Low
Madhya Pradesh,Tikamgarh,Nutri/Coarse Cereals,Summer,0.0,0.0,4535.0,Low
Madhya Pradesh,Shajapur,Maize,Rabi,0.0,0.0,3293.0,Low
Maharashtra,Akola,Shree Anna /Nutri Cereals,Total,0.04,0.03,833.0,High
Madhya Pradesh,Panna,Nutri/Coarse Cereals,Total,0.05,0.09,1771.0,Medium
Madhya Pradesh,Dewas,Maize,Total,0.3,0.7,2328.0,Low
Uttarakhand,Pauri Garhwal,Other Pulses,Total,0.01,0.01,804.0,High
Maharashtra,Sangli,Cereals,Total,2.84,4.62,1630.0,Medium
Punjab,S.A.S Nagar,Total Food Grains,Total,0.89,3.9,4364.0,Low
Karnataka,Belagavi,Other Pulses,Rabi,0.02,0.02,705.0,High
Jharkhand,Hazaribagh,Gram,Rabi,0.16,0.22,1330.0,Medium
Madhya Pradesh,Harda,Bajra,Total,0.0,0.0,1000.0,Medium
Telangana,Ranga Reddy,Urad,Rabi,0.0,0.0,1763.0,Medium
Arunachal Pradesh,Dibang Valley,Moong,Kharif,0.0,0.0,929.0,Medium
Maharashtra,Beed,Bajra,Kharif,0.32,0.5,1534.0,Medium
Bihar,Kaimur (Bhabua),Wheat,Total,1.02,3.32,3250.0,Low
Jharkhand,Dumka,Urad,Kharif,0.03,0.02,848.0,High
Maharashtra,Yavatmal,Small Millets,Kharif,0.0,0.0,313.0,High
Rajasthan,Bhilwara,Urad,Total,0.64,0.22,351.0,High
Telangana,Peddapalli,Other Pulses,Kharif,0.0,0.0,1021.0,Medium
Bihar,Arwal,Total Food Grains,Summer,0.0,0.0,1965.0,Low
Maharashtra,Sangli,Urad,Kharif,0.19,0.15,780.0,High
Punjab,Ludhiana,Barley,Total,0.01,0.04,3577.0,Low
Maharashtra,Thane,Shree Anna /Nutri Cereals,Rabi,0.0,0.0,920.0,Medium
Jharkhand,Ranchi,Total Pulses,Total,0.61,0.63,1030.0,Medium
Rajasthan,Tonk,Moong,Kharif,0.75,0.3,397.0,High
Andhra Pradesh,Anantapur,Other Pulses,Kharif,0.02,0.01,318.0,High
Tripura,Dhalai,Total Pulses,Total,0.04,0.03,867.0,High
Tripura,Gomati,Nutri/Coarse Cereals,Rabi,0.01,0.04,3261.0,Low
Rajasthan,Jalore,Shree Anna /Nutri Cereals,Summer,0.19,0.32,1698.0,Medium
Karnataka,Vijayapura,Wheat,Total,0.32,0.35,1117.0,Medium
Bihar,Samastipur,Rice,Summer,0.0,0.0,2984.0,Low
Madhya Pradesh,Shivpuri,Small Millets,Kharif,0.0,0.0,486.0,High
Rajasthan,Hanumangarh,Rice,Total,0.66,2.21,3362.0,Low
Telangana,Narayanpet,Gram,Total,0.0,0.0,1107.0,Medium
Madhya Pradesh,Chhindwara,Other Pulses,Rabi,0.05,0.03,638.0,High
Punjab,Ferozepur,Moong,Total,0.02,0.02,986.0,Medium
Arunachal Pradesh,Siang,Other Pulses,Kharif,0.0,0.0,705.0,High
Telangana,Yadadri Bhuvanagiri,Cereals,Total,2.18,8.05,3688.0,Low
Telangana,Rajanna Sircilla,Gram,Rabi,0.0,0.0,1557.0,Medium
Telangana,Nagarkurnool,Moong,Rabi,0.0,0.0,989.0,Medium
Rajasthan,Rajsamand,Urad,Kharif,0.0,0.0,365.0,High
Bihar,Katihar,Maize,Summer,0.22,1.7,7538.0,Low
Karnataka,Bagalkote,Rice,Total,0.0,0.0,3020.0,Low
Madhya Pradesh,Sehore,Total Pulses,Total,1.41,1.82,1290.0,Medium
Rajasthan,Sirohi,Wheat,Rabi,0.36,1.29,3559.0,Low
Rajasthan,Rajsamand,Rice,Kharif,0.0,0.0,2593.0,Low
Andhra Pradesh,West Godavari,Rice,Total,1.72,8.14,4731.0,Low
Arunachal Pradesh,Shi Yomi,Total Food Grains,Kharif,0.03,0.05,1659.0,Medium
Tripura,Sepahijala,Moong,Total,0.0,0.0,699.0,High
Bihar,Begusarai,Cereals,Rabi,0.98,4.35,4453.0,Low
Rajasthan,Chittorgarh,Maize,Kharif,1.81,6.54,3620.0,Low
Tripura,Gomati,Total Food Grains,Rabi,0.18,0.6,3270.0,Low
Andhra Pradesh,Guntur,Rice,Total,0.58,2.13,3673.0,Low
Arunachal Pradesh,Leparada,Total Food Grains,Total,0.05,0.08,1599.0,Medium
Telangana,Nizamabad,Urad,Total,0.0,0.01,1690.0,Medium
Bihar,Samastipur,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,664.0,High
Karnataka,Bengaluru Urban,Other Pulses,Total,0.01,0.0,717.0,High
Punjab,Pathankot,Total Food Grains,Kharif,0.34,1.2,3499.0,Low
Punjab,Faridkot,Wheat,Total,1.15,6.08,5289.0,Low
Rajasthan,Udaipur,Total Pulses,Total,0.23,0.27,1163.0,Medium
Telangana,Peddapalli,Maize,Rabi,0.08,0.64,8300.0,Low
Uttarakhand,Chamoli,Rice,Kharif,0.1,0.17,1741.0,Medium
Arunachal Pradesh,Kamle,Other Pulses,Rabi,0.0,0.0,999.0,Medium
Andhra Pradesh,Sri Sathya Sai,Nutri/Coarse Cereals,Kharif,0.29,0.97,3304.0,Low
Bihar,Samastipur,Rice,Total,0.81,1.94,2406.0,Low
Madhya Pradesh,Panna,Barley,Rabi,0.01,0.01,1918.0,Low
Bihar,Sitamarhi,Nutri/Coarse Cereals,Kharif,0.0,0.0,981.0,Medium
Madhya Pradesh,Indore,Total Food Grains,Summer,0.0,0.02,3752.0,Low
Karnataka,Belagavi,Ragi,Total,0.01,0.01,1124.0,Medium
Jharkhand,Ranchi,Ragi,Kharif,0.04,0.04,815.0,High
Bihar,Purnia,Rice,Total,1.33,2.81,2121.0,Low
Telangana,Hanumakonda,Gram,Rabi,0.0,0.0,1762.0,Medium
Andhra Pradesh,Tirupati,Small Millets,Kharif,0.0,0.0,869.0,High
Madhya Pradesh,Burhanpur,Urad,Summer,0.0,0.0,710.0,High
Andhra Pradesh,Sri Sathya Sai,Cereals,Kharif,0.39,1.29,3335.0,Low
Madhya Pradesh,Rajgarh,Moong,Total,0.01,0.01,783.0,High
Bihar,Kaimur (Bhabua),Moong,Kharif,0.0,0.0,581.0,High
Andhra Pradesh,Bapatla,Nutri/Coarse Cereals,Rabi,0.32,2.62,8309.0,Low
Maharashtra,Satara,Shree Anna /Nutri Cereals,Kharif,0.53,0.55,1035.0,Medium
Rajasthan,Ganganagar,Maize,Kharif,0.0,0.0,2552.0,Low
Arunachal Pradesh,Kurung Kumey,Cereals,Rabi,0.0,0.0,1865.0,Low
Madhya Pradesh,Seoni,Urad,Summer,0.01,0.01,1005.0,Medium
Maharashtra,Satara,Gram,Total,0.3,0.2,645.0,High
Bihar,Begusarai,Maize,Kharif,0.41,0.86,2108.0,Low
Rajasthan,Jaisalmer,Other Pulses,Kharif,0.36,0.12,330.0,High
Madhya Pradesh,Shivpuri,Cereals,Summer,0.0,0.01,3217.0,Low
Rajasthan,Hanumangarh,Nutri/Coarse Cereals,Total,0.57,1.59,2772.0,Low
Bihar,Aurangabad,Total Food Grains,Summer,0.0,0.0,596.0,High
Bihar,Vaishali,Jowar,Kharif,0.0,0.0,936.0,Medium
Andhra Pradesh,Bapatla,Total Food Grains,Rabi,0.99,3.97,4031.0,Low
Madhya Pradesh,Dewas,Urad,Total,0.0,0.0,480.0,High
Rajasthan,Nagaur,Nutri/Coarse Cereals,Total,1.82,1.28,706.0,High
Jharkhand,Koderma,Jowar,Total,0.0,0.0,700.0,High
Karnataka,Kalaburagi,Small Millets,Kharif,0.0,0.0,599.0,High
Andhra Pradesh,Palnadu,Maize,Kharif,0.01,0.03,4194.0,Low
Himachal Pradesh,Kangra,Wheat,Total,0.78,1.53,1964.0,Low
Telangana,Yadadri Bhuvanagiri,Rice,Kharif,1.07,3.95,3686.0,Low
Maharashtra,Amravati,Total Food Grains,Summer,0.06,0.03,580.0,High
Arunachal Pradesh,Leparada,Rice,Total,0.04,0.06,1676.0,Medium
Telangana,Peddapalli,Tur,Total,0.0,0.0,934.0,Medium
Bihar,Munger,Cereals,Summer,0.01,0.05,3624.0,Low
Madhya Pradesh,Ratlam,Bajra,Kharif,0.0,0.0,1538.0,Medium
Bihar,Khagaria,Nutri/Coarse Cereals,Kharif,0.14,0.29,2169.0,Low
Punjab,Pathankot,Barley,Rabi,0.0,0.0,3116.0,Low
Maharashtra,Yavatmal,Other Pulses,Kharif,0.0,0.0,442.0,High
Rajasthan,Kota,Jowar,Kharif,0.0,0.0,811.0,High
Madhya Pradesh,Ujjain,Other Pulses,Total,0.02,0.01,760.0,High
Rajasthan,Salumbar,Total Pulses,Total,0.06,0.07,1116.0,Medium
Andhra Pradesh,Anakapalli,Other Pulses,Rabi,0.0,0.0,558.0,High
Karnataka,Hassan,Total Food Grains,Total,2.76,6.49,2356.0,Low
Karnataka,Bidar,Nutri/Coarse Cereals,Rabi,0.44,0.33,750.0,High
Karnataka,Kalaburagi,Moong,Rabi,0.0,0.0,299.0,High
Goa,South Goa,Total Food Grains,Rabi,0.07,0.18,2561.0,Low
Karnataka,Gadag,Rice,Kharif,0.03,0.1,3106.0,Low
Maharashtra,Parbhani,Tur,Kharif,0.39,0.45,1141.0,Medium
Bihar,Muzaffarpur,Cereals,Summer,0.1,0.4,3983.0,Low
Maharashtra,Raigad,Rice,Summer,0.01,0.03,3469.0,Low
Punjab,Fatehgarh Sahib,Rice,Total,0.88,4.1,4675.0,Low
Andhra Pradesh,Parvathipuram Manyam,Total Food Grains,Total,0.93,3.14,3361.0,Low
Arunachal Pradesh,West Siang,Tur,Total,0.0,0.0,1129.0,Medium
Madhya Pradesh,Shivpuri,Rice,Kharif,0.62,1.63,2651.0,Low
Andhra Pradesh,Tirupati,Rice,Rabi,0.82,2.98,3654.0,Low
Himachal Pradesh,Hamirpur,Cereals,Total,0.64,1.15,1794.0,Medium
Madhya Pradesh,Datia,Small Millets,Kharif,0.0,0.0,346.0,High
Tripura,Sepahijala,Other Pulses,Rabi,0.0,0.0,961.0,Medium
Madhya Pradesh,Balaghat,Cereals,Rabi,0.74,1.93,2623.0,Low
Maharashtra,Gondia,Cereals,Summer,0.72,1.98,2728.0,Low
Telangana,Jogulamba Gadwal,Maize,Rabi,0.16,0.83,5024.0,Low
Himachal Pradesh,Bilaspur,Lentil,Rabi,0.0,0.0,1052.0,Medium
Arunachal Pradesh,Pakke Kessang,Maize,Rabi,0.0,0.0,1763.0,Medium
Punjab,Malerkotla,Cereals,Kharif,0.53,2.84,5324.0,Low
Telangana,Wanaparthy,Jowar,Kharif,0.01,0.01,819.0,High
Uttarakhand,Bageshwar,Gram,Rabi,0.0,0.0,526.0,High
Madhya Pradesh,Tikamgarh,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,1168.0,Medium
Telangana,Hanumakonda,Shree Anna /Nutri Cereals,Total,0.0,0.0,1525.0,Medium
Andhra Pradesh,Ntr,Maize,Total,0.13,0.76,5898.0,Low
Madhya Pradesh,Bhind,Total Food Grains,Kharif,1.1,3.03,2743.0,Low
Andhra Pradesh,Nandyal,Small Millets,Kharif,0.04,0.04,1150.0,Medium
Uttarakhand,Pauri Garhwal,Small Millets,Total,0.04,0.05,1183.0,Medium
Madhya Pradesh,Sheopur,Barley,Total,0.0,0.0,1810.0,Medium
Maharashtra,Raigad,Small Millets,Kharif,0.0,0.0,1049.0,Medium
Bihar,Nawada,Cereals,Rabi,0.77,2.33,3020.0,Low
Rajasthan,Karauli,Barley,Total,0.0,0.01,3711.0,Low
Madhya Pradesh,Seoni,Gram,Rabi,0.22,0.34,1508.0,Medium
Madhya Pradesh,Katni,Wheat,Total,1.59,4.99,3133.0,Low
Bihar,Darbhanga,Total Food Grains,Rabi,0.65,1.89,2899.0,Low
Madhya Pradesh,Shahdol,Other Pulses,Rabi,0.03,0.03,820.0,High
Arunachal Pradesh,Dibang Valley,Lentil,Total,0.0,0.0,703.0,High
Telangana,Karimnagar,Bajra,Kharif,0.0,0.0,1000.0,Medium
Rajasthan,Jalore,Shree Anna /Nutri Cereals,Kharif,3.32,4.55,1372.0,Medium
Bihar,Nalanda,Barley,Rabi,0.0,0.0,2235.0,Low
Maharashtra,Chandrapur,Tur,Kharif,0.32,0.37,1130.0,Medium
Madhya Pradesh,Bhopal,Moong,Kharif,0.0,0.0,362.0,High
Rajasthan,Dungarpur,Moong,Kharif,0.0,0.0,515.0,High
Maharashtra,Akola,Nutri/Coarse Cereals,Summer,0.03,0.03,940.0,Medium
Madhya Pradesh,Neemuch,Rice,Total,0.01,0.0,621.0,High
Punjab,Malerkotla,Nutri/Coarse Cereals,Rabi,0.0,0.02,4245.0,Low
Rajasthan,Nagaur,Nutri/Coarse Cereals,Rabi,0.01,0.05,3711.0,Low
Maharashtra,Amravati,Bajra,Kharif,0.0,0.0,390.0,High
Andhra Pradesh,Guntur,Gram,Rabi,0.07,0.16,2222.0,Low
Karnataka,Shivamogga,Maize,Rabi,0.02,0.07,4694.0,Low
Madhya Pradesh,Rajgarh,Lentil,Rabi,0.23,0.26,1116.0,Medium
Madhya Pradesh,Maihar,Other Pulses,Rabi,0.02,0.01,740.0,High
Bihar,Begusarai,Total Food Grains,Total,1.55,5.61,3614.0,Low
Bihar,Saran,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,1058.0,Medium
Rajasthan,Jhunjhunu,Shree Anna /Nutri Cereals,Total,1.7,2.11,1243.0,Medium
Jharkhand,Hazaribagh,Nutri/Coarse Cereals,Total,0.13,0.26,2087.0,Low
Madhya Pradesh,Narsinghpur,Nutri/Coarse Cereals,Kharif,0.69,1.81,2632.0,Low
Tripura,South Tripura,Gram,Total,0.0,0.0,750.0,High
Bihar,Saharsa,Shree Anna /Nutri Cereals,Total,0.0,0.0,896.0,Medium
Punjab,Gurdaspur,Moong,Total,0.0,0.0,850.0,High
Madhya Pradesh,Pandhurna,Lentil,Total,0.0,0.0,913.0,Medium
Karnataka,Bengaluru Rural,Rice,Total,0.0,0.0,2921.0,Low
Maharashtra,Dhule,Jowar,Kharif,0.04,0.05,1142.0,Medium
Karnataka,Chikkaballapura,Moong,Kharif,0.0,0.0,430.0,High
Maharashtra,Palghar,Small Millets,Kharif,0.04,0.02,540.0,High
Maharashtra,Kolhapur,Maize,Summer,0.01,0.02,2500.0,Low
Andhra Pradesh,Chittoor,Nutri/Coarse Cereals,Total,0.02,0.07,2849.0,Low
Telangana,Peddapalli,Urad,Rabi,0.0,0.0,1763.0,Medium
Punjab,Sri Muktsar Sahib,Cereals,Kharif,2.02,8.41,4173.0,Low
Maharashtra,Chandrapur,Total Food Grains,Summer,0.09,0.23,2413.0,Low
Rajasthan,Pali,Bajra,Total,0.12,0.13,1144.0,Medium
Maharashtra,Osmanabad,Tur,Kharif,0.43,0.38,885.0,Medium
Madhya Pradesh,Ratlam,Nutri/Coarse Cereals,Kharif,0.26,0.65,2446.0,Low
Madhya Pradesh,Ujjain,Maize,Kharif,0.02,0.04,2832.0,Low
Jharkhand,Jamtara,Ragi,Kharif,0.0,0.0,0.0,High
Uttarakhand,Tehri Garhwal,Urad,Kharif,0.02,0.02,715.0,High
Jharkhand,Palamu,Moong,Kharif,0.03,0.02,828.0,High
Rajasthan,Sikar,Nutri/Coarse Cereals,Total,2.63,4.34,1646.0,Medium
Telangana,Nizamabad,Rice,Total,3.27,14.11,4312.0,Low
Maharashtra,Thane,Maize,Total,0.0,0.0,3732.0,Low
Rajasthan,Pratapgarh,Urad,Rabi,0.0,0.0,1000.0,Medium
Madhya Pradesh,Alirajpur,Maize,Summer,0.0,0.0,4860.0,Low
Madhya Pradesh,Dhar,Cereals,Summer,0.0,0.01,4870.0,Low
Maharashtra,Chandrapur,Shree Anna /Nutri Cereals,Summer,0.0,0.0,832.0,High
Madhya Pradesh,Sidhi,Gram,Total,0.04,0.05,1168.0,Medium
Arunachal Pradesh,Longding,Urad,Kharif,0.0,0.0,868.0,High
Maharashtra,Jalna,Cereals,Kharif,0.42,0.98,2346.0,Low
Jharkhand,Palamu,Cereals,Total,0.96,1.54,1616.0,Medium
Karnataka,Uttara Kannada,Ragi,Total,0.0,0.0,1500.0,Medium
Madhya Pradesh,Shahdol,Bajra,Total,0.0,0.0,733.0,High
Telangana,Nalgonda,Total Pulses,Total,0.02,0.02,1125.0,Medium
Rajasthan,Beawar,Other Pulses,Kharif,0.0,0.0,1226.0,Medium
Telangana,Peddapalli,Maize,Kharif,0.0,0.02,5707.0,Low
Karnataka,Chikkamagaluru,Other Pulses,Kharif,0.02,0.01,917.0,Medium
Punjab,S.A.S Nagar,Maize,Total,0.05,0.2,4550.0,Low
Bihar,Saharsa,Bajra,Kharif,0.0,0.0,1227.0,Medium
Arunachal Pradesh,West Siang,Cereals,Kharif,0.07,0.12,1653.0,Medium
Telangana,Jangoan,Rice,Rabi,0.73,2.02,2754.0,Low
Madhya Pradesh,Ujjain,Maize,Summer,0.0,0.01,4990.0,Low
Andhra Pradesh,West Godavari,Urad,Kharif,0.0,0.0,990.0,Medium
Rajasthan,Baran,Nutri/Coarse Cereals,Summer,0.0,0.0,1000.0,Medium
Tripura,Khowai,Cereals,Rabi,0.06,0.19,3314.0,Low
Bihar,Katihar,Total Food Grains,Summer,0.41,2.13,5248.0,Low
Himachal Pradesh,Kullu,Cereals,Total,0.2,0.43,2169.0,Low
Punjab,Faridkot,Cereals,Total,2.32,11.22,4834.0,Low
Andhra Pradesh,Eluru,Small Millets,Kharif,0.0,0.0,487.0,High
Tripura,South Tripura,Total Pulses,Total,0.03,0.02,857.0,High
Jharkhand,Lohardaga,Rice,Kharif,0.39,0.69,1769.0,Medium
Rajasthan,Jhalawar,Jowar,Total,0.0,0.0,811.0,High
Madhya Pradesh,Ujjain,Maize,Total,0.02,0.06,3209.0,Low
Madhya Pradesh,Sagar,Urad,Kharif,0.45,0.22,495.0,High
Andhra Pradesh,Alluri Sitharama Raju,Urad,Rabi,0.02,0.02,916.0,Medium
Madhya Pradesh,Umaria,Total Pulses,Total,0.34,0.31,893.0,Medium
Punjab,Patiala,Wheat,Total,2.31,11.65,5038.0,Low
Madhya Pradesh,Indore,Wheat,Rabi,1.65,6.15,3727.0,Low
Jharkhand,Garhwa,Jowar,Kharif,0.0,0.0,950.0,Medium
